"site_code";"site_name";"management_type";"species_composition";"site_category";"elevation";"x";"y";"species";"year";"sample_depth";"cambial_age";"max_cambial_age";"cambial_age_range";"cum_DBH";"cum_BA";"cv_TRW";"mid_TRW";"std_chron";"res_chron";"last1";"last3";"last5";"sd_RWI";"cv_RWI";"last1_RWI";"last3_RWI";"last5_RWI"
"P800052QURO.18";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1977;7;82;86;12;25.7;527;0.143722564927574;1.68214285714286;1.15349280571692;1.17726756532997;1.15571428571429;1.46333333333333;1.58771428571429;0.223436430808976;0.196430870072068;0.784870260742675;0.984677994645529;1.07259956361361
"P800052QURO.19";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1978;7;83;87;12;26;537.1;0.199838384348367;1.21928571428571;0.818450058829755;0.852332151929453;1.68214285714286;1.4947619047619;1.50328571428571;0.251907107286072;0.30209431909467;1.13748124582964;1.00947445265766;1.0145723346925
"P800052QURO.20";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1979;7;84;88;12;26.2;547.7;0.165526676864581;1.27785714285714;0.864970672758354;0.85913550672371;1.21928571428571;1.35238095238095;1.45828571428571;0.195860588113342;0.22645512217413;0.83386906460538;0.918740190392564;0.985076858874321
"P800052QURO.21";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1980;7;85;89;12;26.6;565.3;0.190335255368795;2.105;1.44105793272076;1.61451305858272;1.27785714285714;1.39309523809524;1.39628571428571;0.377268333377437;0.263004259732229;0.86489802585581;0.945416112096942;0.945438089686835
"P800052QURO.22";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1981;7;86;90;12;27.1;583.5;0.195974529901206;2.13642857142857;1.40623140463209;1.17555130339416;2.105;1.53404761904762;1.488;0.151733780380675;0.107328230865432;1.43445712157492;1.04440807067871;1.01111514372169
"P800052QURO.23";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1982;7;87;91;12;27.6;606;0.244494628686992;2.57142857142857;1.55964766541461;1.49625825127784;2.13642857142857;1.8397619047619;1.68414285714286;0.607697351974232;0.345167439991177;1.4137359682274;1.23769703855271;1.13688828521863
"P800052QURO.24";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1983;7;88;92;12;27.9;618.6;0.262136154373783;1.41357142857143;0.926601475966418;0.546176693704807;2.57142857142857;2.27095238095238;1.862;0.276183611875237;0.290097886819889;1.76058712835071;1.53626007271768;1.26150946172285
"P800052QURO.25";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1984;7;89;93;12;28.2;634.7;0.183654953068205;1.80142857142857;1.21217000199233;1.06517183382379;1.41357142857143;2.04047619047619;1.90085714285714;0.311415722075788;0.255139901808829;0.95203593139825;1.37545300932545;1.28514283508142
"P800052QURO.26";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1985;7;90;94;12;28.6;652.2;0.147303532435625;1.94642857142857;1.31604091387416;1.26399242571741;1.80142857142857;1.92880952380952;2.00557142857143;0.31583035842259;0.238679299831975;1.22056847975557;1.31106384650151;1.35627692586137
"P800052QURO.27";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1986;7;91;95;12;29;669.4;0.223741563243945;1.87857142857143;1.23578246119118;1.03797700588588;1.94642857142857;1.72047619047619;1.97385714285714;0.391872679115484;0.305992129331188;1.32324151547674;1.16528197554352;1.33403380464173
"P800052QURO.28";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1987;7;92;96;12;29.3;685.6;0.247400680045252;1.72714285714286;1.17368763355338;0.915915272875734;1.87857142857143;1.87547619047619;1.92228571428571;0.360597889495918;0.306670728738668;1.28066261041422;1.27482420188218;1.3074191330791
"P800052QURO.29";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1988;7;93;97;12;29.6;698.1;0.351128819580232;1.32428571428571;0.856026278083007;0.707149090382138;1.72714285714286;1.85071428571429;1.75342857142857;0.219840061148787;0.253653227485602;1.17584710800099;1.25991707796398;1.19047112900915
"P800052QURO.30";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1989;7;94;98;12;29.8;710.2;0.358649339233239;1.26214285714286;0.802549987978191;0.732510940783482;1.32428571428571;1.64333333333333;1.73557142857143;0.399481447731163;0.462714756001029;0.866695304167838;1.10773500752768;1.17340300356307
"P800052QURO.31";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1990;7;95;99;12;30.1;723.6;0.256239276629501;1.38928571428571;0.936319118570659;1.10849141556215;1.26214285714286;1.43785714285714;1.62771428571429;0.325125196033768;0.341912766223128;0.863342788511102;0.968628400226642;1.10195786531418
"P800052QURO.32";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1991;7;96;100;12;30.5;742;0.258006037036757;1.88285714285714;1.28173423829458;1.21136895760638;1.38928571428571;1.3252380952381;1.51628571428571;0.416928763316843;0.324665334391895;0.950901013803023;0.893646368827321;1.02748976497943
"P800052QURO.33";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1992;7;97;101;12;30.8;755.5;0.248572191468385;1.36;0.901548902432443;0.737798404080997;1.88285714285714;1.51142857142857;1.51714285714286;0.3152479575652;0.338895628517773;1.28418010533141;1.03280796921518;1.02819326396287
"P800052QURO.34";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1993;7;98;102;12;31;766.1;0.21729430999819;1.08285714285714;0.674016987911386;0.723251207910245;1.36;1.54404761904762;1.44371428571429;0.233391160961997;0.316182619489002;0.930221375070547;1.05510083140166;0.979068117376785
"P800052QURO.35";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1994;7;99;103;12;31.3;780.3;0.271023529075359;1.41857142857143;0.9784736399296;1.08856674248574;1.08285714285714;1.44190476190476;1.39542857142857;0.294736458718139;0.305605801148439;0.738153037441437;0.984184839281132;0.953359664031505
"P800052QURO.36";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1995;7;100;104;12;31.6;794.9;0.254677783316699;1.43928571428571;0.904087632026498;1.02070949393484;1.41857142857143;1.28714285714286;1.42671428571429;0.141586114905148;0.149456496121299;0.964433455158722;0.877602622556902;0.973577797361029
"P800052QURO.37";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1996;7;101;105;12;31.8;806.6;0.209906086712112;1.16214285714286;0.775196312471096;0.915754893925352;1.43928571428571;1.31357142857143;1.43671428571429;0.204862997661348;0.260734200044028;0.94733998574566;0.883308826115273;0.972865591749556
"P800052QURO.38";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1997;7;102;106;12;32.1;822.1;0.239934976989493;1.515;1.05039003354953;1.22083967187419;1.16214285714286;1.34;1.29257142857143;0.266318586638628;0.259801857155793;0.785715865531852;0.899163102145411;0.873172743789643
"P800052QURO.39";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1998;7;103;107;12;32.3;832.7;0.330510473496584;1.02357142857143;0.609983835660552;0.608278588267373;1.515;1.37214285714286;1.32357142857143;0.344684361389937;0.483250633436264;1.02508345996513;0.919379770414215;0.892145160768561
"P800052QURO.40";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";1999;7;104;108;12;32.6;850.7;0.380060044714987;1.73285714285714;0.998424549792533;1.27568517526896;1.02357142857143;1.23357142857143;1.31171428571429;0.585963096491656;0.488864663002305;0.713262099500999;0.841353808332662;0.887166973180473
"P800052QURO.41";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2000;7;105;109;12;32.9;862.5;0.36878377145178;1.12642857142857;0.641267831514998;0.705860643402852;1.73285714285714;1.42380952380952;1.37457142857143;0.293280969174022;0.385361922002648;1.1986202743578;0.978988611274645;0.934004337020289
"P800052QURO.42";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2001;7;106;110;12;33.2;878.3;0.304173317306061;1.51285714285714;0.996024137213944;1.17327981112798;1.12642857142857;1.29428571428571;1.312;0.274915254952744;0.271522520856645;0.761053317488921;0.890978563782573;0.896747003368941
"P800052QURO.43";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2002;7;107;111;12;33.5;893.4;0.238937366402718;1.42285714285714;0.943697556774861;1.00991167142883;1.51285714285714;1.45738095238095;1.38214285714286;0.177227374499406;0.186870229252026;1.01249522170535;0.99072293785069;0.942102874603641
"P800052QURO.44";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2003;7;108;112;12;33.7;908.2;0.18854269715543;1.39071428571429;0.906541463503987;1.03535598804718;1.42285714285714;1.35404761904762;1.36371428571429;0.257178441548185;0.271937377428289;0.94839812210208;0.90731555376545;0.92676580703103
"P800052QURO.45";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2004;7;109;113;12;34;919.7;0.156007234687279;1.06214285714286;0.714493562792528;0.755662562583971;1.39071428571429;1.44214285714286;1.43714285714286;0.106983921404969;0.150278243323401;0.945726710981481;0.968873351596304;0.973258729327126
"P800052QURO.46";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2005;7;110;114;12;34.2;934.7;0.132095279174839;1.38428571428571;0.910733704210406;1.10123003250125;1.06214285714286;1.29190476190476;1.303;0.232855890021429;0.247066918736829;0.711905589518623;0.868676807534061;0.875915792359291
"P800052QURO.47";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2006;7;111;115;12;34.5;948.4;0.0913769413064178;1.27142857142857;0.840503105468702;0.958214986124463;1.38428571428571;1.27904761904762;1.35457142857143;0.126355186994887;0.147549212900725;0.942481054169225;0.866704451556443;0.912201339695352
"P800052QURO.48";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2007;7;112;116;12;34.6;957.4;0.209288678395508;0.815714285714286;0.551601843744824;0.688094832259634;1.27142857142857;1.23928571428571;1.30628571428571;0.154410968895596;0.277969032146729;0.85635961392693;0.836915419204926;0.880974218139668
"P800052QURO.49";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2008;7;113;117;12;34.9;970.8;0.253621229712299;1.20714285714286;0.811764546528492;1.07109247924445;0.815714285714286;1.15714285714286;1.18485714285714;0.190444686196371;0.235019642973537;0.555497019589177;0.784779229228444;0.802393997637087
"P800052QURO.50";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2009;7;114;118;12;35.2;990.3;0.207942317972732;1.74714285714286;1.07890819707492;1.31640307093978;1.20714285714286;1.09809523809524;1.14814285714286;0.208789474925985;0.178861408600427;0.810335186398929;0.740730606638346;0.775315692720577
"P800052QURO.51";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2010;7;115;119;12;35.5;1007.3;0.20053129444084;1.50285714285714;0.956759206584458;1.03331087331375;1.74714285714286;1.25666666666667;1.28514285714286;0.248668058562371;0.245052086549423;1.16732545359976;0.844385886529288;0.866399665536804
"P800052QURO.52";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2011;7;116;120;12;35.8;1021.9;0.219258619554611;1.27857142857143;0.8482652902787;0.854104680357379;1.50285714285714;1.48571428571429;1.30885714285714;0.174304210380623;0.203990235712563;1.01475593235652;0.997472190785069;0.880854641174263
"P800052QURO.53";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2012;7;117;121;12;36;1031.1;0.291874862561522;0.809285714285714;0.528414156548432;0.638726012595318;1.27857142857143;1.50952380952381;1.31028571428571;0.240080391743909;0.428473963819486;0.854473302468411;1.01218489614156;0.880477378882559
"P800052QURO.54";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2013;7;118;122;12;36.2;1043.3;0.273750954071626;1.05714285714286;0.707668118958229;0.983946190703636;0.809285714285714;1.19690476190476;1.309;0.195150442421744;0.276534548040193;0.560315006316356;0.809848080380429;0.881440976227995
"P800052QURO.55";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2014;7;119;123;12;36.3;1053.5;0.232103219535694;0.877857142857143;0.613023945445434;0.838449874187099;1.05714285714286;1.04833333333333;1.279;0.165884619707633;0.277852126850086;0.705700042923314;0.70682945056936;0.860513947532872
"P800052QURO.56";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2015;7;120;124;12;36.6;1066.5;0.297903602653323;1.1;0.729344728796815;0.945738141685737;0.877857142857143;0.914761904761905;1.10514285714286;0.210092171212216;0.286834598347704;0.597024833274481;0.621013294171384;0.746453823467817
"P800052QURO.57";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2016;7;121;125;12;36.7;1077.1;0.286648871540659;0.905714285714286;0.599684385541335;0.775483337175703;1.1;1.01166666666667;1.02457142857143;0.166244102017295;0.275648989505017;0.732450591464355;0.67839182255405;0.689992755289383
"P800052QURO.58";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2017;7;122;126;12;36.9;1086.5;0.183855635999144;0.799285714285714;0.543878571784961;0.781591991048811;0.905714285714286;0.961190476190476;0.95;0.139368653253126;0.256548402032269;0.603100712670194;0.64419204580301;0.63971823732974
"P800052QURO.59";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2018;7;123;127;12;37.1;1097.9;0.345828051270726;0.952142857142857;0.647816827271848;0.949919602479454;0.799285714285714;0.935;0.948;0.245615791855186;0.379090735523336;0.543245064670472;0.62626545626834;0.636304249000563
"P800052QURO.60";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2019;7;124;128;12;37.3;1108.5;0.179674402239542;0.902142857142857;0.617692283629591;0.875960244271161;0.952142857142857;0.885714285714286;0.927;0.187050581831944;0.3017957546754;0.647907661251896;0.598084479530854;0.624745772666279
"P800052QURO.61";"P800052QURO";"NO_621B_QURO";"Managed";"Mixed";"moderate";370;16.3904883;49.26121;"QUSP";2020;7;125;129;12;37.5;1124.8;0.345277810411696;1.34571428571429;0.713558032608609;0.975656093014543;0.902142857142857;0.884523809523809;0.931857142857143;0.460427088036086;0.48968319554045;0.619791958416144;0.603648228112837;0.629299197694612
"P800058PCAB.1";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1960;7;61;74;29;20.7;356;0.360253755984203;2.18642857142857;1.38864329668094;0.926200083143114;2.11214285714286;1.91928571428571;1.98614285714286;0.632176908020201;0.439520158576782;1.42027560279054;1.2524990894743;1.31410254023269
"P800058PCAB.2";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1961;7;62;75;29;21.1;371.8;0.354866636716147;2.23714285714286;1.46643347861024;1.18129334384684;2.18642857142857;2.02666666666667;1.98642857142857;0.671084449232636;0.448422459869761;1.43833427360252;1.32557165823671;1.31270927790335
"P800058PCAB.3";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1962;7;63;76;29;21.4;383.1;0.327218379725423;1.58928571428571;1.06571748379553;0.832009666246606;2.23714285714286;2.17857142857143;2.03628571428571;0.407559504878029;0.385616606991666;1.49654513163222;1.45171833600843;1.33847533473153
"P800058PCAB.4";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1963;7;64;77;29;21.8;397;0.308650285629466;1.91714285714286;1.24004516912247;1.12898074105295;1.58928571428571;2.00428571428571;1.98128571428571;0.540829433885434;0.424851784152332;1.05690340480289;1.33059427001254;1.30603270222905
"P800058PCAB.5";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1964;7;65;78;29;22.1;407.5;0.334880875260209;1.42285714285714;0.899018741640054;0.904858512169185;1.91714285714286;1.91452380952381;2.00842857142857;0.285617853752854;0.313585106613805;1.27298378883945;1.27547744175818;1.33700844033352
"P800058PCAB.6";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1965;7;66;79;29;22.4;417.9;0.345213473796574;1.40285714285714;0.871101207109155;0.949249549820911;1.42285714285714;1.64309523809524;1.87057142857143;0.203458401543273;0.232160376324688;0.910814473420151;1.08023388902083;1.23511621445945
"P800058PCAB.7";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1966;7;67;80;29;22.8;433.2;0.373887461408793;2.005;1.37762121058005;1.34702329631913;1.40285714285714;1.58095238095238;1.71385714285714;0.670969845898283;0.489411795229843;0.876370054029918;1.02005610542984;1.12272337054492
"P800058PCAB.8";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1967;7;68;81;29;23.2;450.9;0.3451843072977;2.30285714285714;1.50121247119809;1.16026004985749;2.005;1.6102380952381;1.66742857142857;0.553855213995442;0.369894902912261;1.37097195539224;1.0527188276141;1.09760873529693
"P800058PCAB.9";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1968;7;69;82;29;23.6;464;0.336206717480185;1.665;1.10085919963631;0.716431781624386;2.30285714285714;1.90357142857143;1.81014285714286;0.426371128281861;0.386460704744139;1.49733129501062;1.24822443481092;1.18569431333847
"P800058PCAB.10";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1969;7;70;83;29;24;479.5;0.363198531057459;1.93714285714286;1.30363722762628;1.21315912766162;1.665;1.99095238095238;1.75971428571429;0.531632564838587;0.413835706499187;1.10327162127427;1.32385829055904;1.15175187982544
"P800058PCAB.11";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1970;7;71;84;29;24.4;495.7;0.379911637062002;1.96214285714286;1.17088889922208;1.13396059688605;1.93714285714286;1.96833333333333;1.86257142857143;0.668182350257359;0.509574950940786;1.28464643453774;1.29508311694087;1.22651827204896
"P800058PCAB.12";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1971;7;72;85;29;24.7;508.7;0.311572948640124;1.59714285714286;1.01901922730805;0.936658970679469;1.96214285714286;1.8547619047619;1.97442857142857;0.391376412590696;0.375265646048231;1.31125430915265;1.23305745498822;1.3134951230735
"P800058PCAB.13";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1972;7;73;86;29;25;523.5;0.293742960246344;1.79285714285714;1.12045529305058;1.15716516241308;1.59714285714286;1.83214285714286;1.89285714285714;0.197660631850007;0.175613322019443;1.04293163179769;1.21294412516269;1.24788705835459
"P800058PCAB.14";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1973;7;74;87;29;25.4;538.5;0.293933575192952;1.78928571428571;1.21291167937188;0.899171146392276;1.79285714285714;1.78404761904762;1.79085714285714;0.481710552249983;0.399608235107791;1.12554463167734;1.15991019087589;1.17352972568794
"P800058PCAB.15";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1974;7;75;88;29;25.6;548;0.270691737186618;1.13357142857143;0.704422337101363;0.531727125677745;1.78928571428571;1.72642857142857;1.81571428571429;0.271873199356875;0.36339990195518;1.20545701997369;1.12464442781624;1.19396680542782
"P800058PCAB.16";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1975;7;76;89;29;25.9;561.6;0.224201585561021;1.60857142857143;1.01645403083359;1.25189521525815;1.13357142857143;1.57190476190476;1.655;0.369641762879018;0.345714349760997;0.748137789509935;1.02637981372032;1.08666507642226
"P800058PCAB.17";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1976;7;77;90;29;26.2;570.8;0.255161867324839;1.07;0.70874258473331;0.839971353003625;1.60857142857143;1.51047619047619;1.58428571428571;0.242085251509672;0.341612895145772;1.06921151272593;1.00760210740319;1.03825651713692
"P800058PCAB.18";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1977;7;78;91;29;26.4;582;0.3700631805707;1.25928571428571;0.679079353280742;0.851864919513062;1.07;1.27071428571429;1.47885714285714;0.398874657545395;0.478555319822877;0.708653727507477;0.842001009914449;0.971400936278874
"P800058PCAB.19";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1978;7;79;92;29;26.7;596.9;0.378029244756071;1.66285714285714;1.02283562165455;1.26379121008759;1.25928571428571;1.31261904761905;1.37214285714286;0.478515986920369;0.437769544703797;0.833497489262112;0.870454243165175;0.91299150779583
"P800058PCAB.20";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1979;7;80;93;29;27;610.3;0.294883974311193;1.49142857142857;0.907487454223518;0.892588523773119;1.66285714285714;1.33071428571429;1.34685714285714;0.153075564118364;0.163341167276372;1.09307737988978;0.878409532219791;0.890515579779048
"P800058PCAB.21";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1980;7;81;94;29;27.3;623.8;0.301019008140957;1.48785714285714;0.989706182768763;0.895450045518797;1.49142857142857;1.47119047619048;1.41842857142857;0.436276536246898;0.434502281864499;0.937152382775377;0.954575750642424;0.928318498432137
"P800058PCAB.22";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1981;7;82;95;29;27.7;639.8;0.245357204446906;1.75285714285714;1.13283924953801;1.00096707095606;1.48785714285714;1.54738095238095;1.39428571428571;0.346904561972571;0.302947465378023;1.00408341787018;1.01143772684511;0.915292879460985
"P800058PCAB.23";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1982;7;83;96;29;28;654.8;0.316582706362534;1.615;1.06275781893066;1.05060700933958;1.75285714285714;1.57738095238095;1.53085714285714;0.367680866650136;0.345821714355101;1.14509808339112;1.02877796134556;1.00258175063771
"P800058PCAB.24";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1983;7;84;97;29;28.3;668.8;0.24513927781312;1.49785714285714;0.999594615172008;0.978199051440915;1.615;1.61857142857143;1.602;0.306383854533203;0.310081825006652;1.06320931100523;1.07079693742218;1.04852411498634
"P800058PCAB.25";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1984;7;85;98;29;28.7;685.4;0.284945545768475;1.74928571428571;1.11584390568214;1.02530241188302;1.49785714285714;1.62190476190476;1.569;0.50077974928762;0.428337015849162;0.988074210820417;1.06546053507226;1.02752348117246
"P800058PCAB.26";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1985;7;86;99;29;29;702.5;0.353469989302748;1.76928571428571;1.13631449420536;1.06429051614431;1.74928571428571;1.62071428571429;1.62057142857143;0.464538241749962;0.401876856359439;1.16912555011115;1.0734696906456;1.07391811463962
"P800058PCAB.27";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1986;7;87;100;29;29.4;721.8;0.354678993828332;1.955;1.21733217027242;1.20984914784937;1.76928571428571;1.67214285714286;1.67685714285714;0.302847227433592;0.246564581998894;1.15592185615804;1.1043738723632;1.10428580229719
"P800058PCAB.28";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1987;7;88;101;29;29.8;743.3;0.298947990077135;2.17214285714286;1.43097564400841;1.267158916152;1.955;1.82452380952381;1.71728571428571;0.574163561996842;0.397270901451816;1.22826735688644;1.18443825438521;1.12091965699626
"P800058PCAB.29";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1988;7;89;102;29;30.2;759.6;0.198728443969221;1.66142857142857;1.05373470766041;0.895415158207154;2.17214285714286;1.96547619047619;1.82871428571429;0.268613719714445;0.24878530643904;1.44526961299853;1.27648627534767;1.19733171739492
"P800058PCAB.30";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1989;7;90;103;29;30.6;783.5;0.281549572163518;2.37714285714286;1.58681382374353;1.3819748327332;1.66142857142857;1.92952380952381;1.86142857142857;0.640880201838728;0.40230867102309;1.07970090179045;1.25107929055847;1.21565705558892
"P800058PCAB.31";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1990;7;91;104;29;31;801.5;0.277214189296995;1.76928571428571;1.14133128737051;0.982532422999123;2.37714285714286;2.0702380952381;1.987;0.336283049871216;0.29281530251007;1.59300618654065;1.37265890044321;1.30043318287482
"P800058PCAB.32";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1991;7;92;105;29;31.3;819.9;0.34951151901507;1.775;1.08419560700263;0.978704547728358;1.76928571428571;1.93595238095238;1.987;0.562828001621223;0.472006332954738;1.14844766304401;1.27371825045837;1.29893834425202
"P800058PCAB.33";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1992;7;93;106;29;31.6;833.1;0.304872966313333;1.27428571428571;0.810053799851072;0.641673738810243;1.775;1.97380952380952;1.951;0.319471856582149;0.380705006301662;1.19241620784608;1.31129001914358;1.29176811444394
"P800058PCAB.34";"P800058PCAB";"NM_647A_PCAB";"Managed";"Mixed";"moderate";540;16.041;49.438;"PCAB";1993;7;94;107;29;31.9;847.4;0.3909819584736;1.33928571428571;0.808172956268597;0.921047436813092;1.27428571428571;1.60619047619048;1.77142857142857;0.213532008021871;0.256584956502545;0.839158538222654;1.06000746970425;1.17054589948877
